515	Q0	58855	1	0.5129753351211548	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	3089	2	0.5000956058502197	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	3765	3	0.4929681718349457	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	173097	4	0.4890502393245697	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	26888	5	0.48888227343559265	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	6560	6	0.4720679521560669	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	161723	7	0.47060200572013855	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	69659	8	0.47031107544898987	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	39313	9	0.4694674611091614	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	4822	10	0.4625736474990845	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	120103	11	0.46253472566604614	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	31508	12	0.46236735582351685	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	187832	13	0.45872825384140015	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	154015	14	0.45691534876823425	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	52773	15	0.45533275604248047	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	81680	16	0.454400897026062	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	35696	17	0.4533470869064331	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	11655	18	0.4518105685710907	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	185257	19	0.45127588510513306	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	38906	20	0.45067915320396423	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	184211	21	0.45055699348449707	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	38090	22	0.4497143626213074	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	162187	23	0.44930171966552734	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	119248	24	0.44573044776916504	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	2926	25	0.4452804625034332	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	153746	26	0.4418571889400482	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	3075	27	0.44132867455482483	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	21117	28	0.4407404363155365	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	9529	29	0.43905574083328247	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	14868	30	0.43896904587745667	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	83948	31	0.43736356496810913	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	26135	32	0.43689873814582825	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	114645	33	0.43669393658638	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	42182	34	0.43621206283569336	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	14743	35	0.4353100657463074	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	99854	36	0.4350720942020416	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	84026	37	0.4331604838371277	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	123090	38	0.4322506785392761	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	76665	39	0.43172842264175415	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	47485	40	0.4311695396900177	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	38739	41	0.4310706853866577	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	147369	42	0.4299484193325043	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	34856	43	0.42944228649139404	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	52417	44	0.42859047651290894	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	7630	45	0.42843183875083923	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	37086	46	0.4280686378479004	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	69037	47	0.4280480146408081	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	84400	48	0.42601993680000305	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	77939	49	0.42527928948402405	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	93806	50	0.42518338561058044	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	171413	51	0.4248241186141968	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	518	52	0.4235413074493408	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	76901	53	0.4234480857849121	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	25994	54	0.4228925406932831	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	118522	55	0.4228646755218506	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	122403	56	0.4222266972064972	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	74351	57	0.421738862991333	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	112313	58	0.42100223898887634	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	84678	59	0.4209575653076172	finetuned_all-MiniLM-L6-v2_epoch_10
515	Q0	20727	60	0.4208730459213257	finetuned_all-MiniLM-L6-v2_epoch_10
